obs,wave,ageDiff,int_corr,imprace,samerace,match,dec,dec_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,goal,exphappy,expnum,attr,sinc,intel,fun,amb,shar,like,prob,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,you_call,them_cal,numdat_3
8022,21,3,0.41,1,0,0,0,1,10,10,30,20,10,15,7,3,6,5,6,5,7,2,,1,8,,4,8,4,5,5,3,2,4,70,5,5,5,10,5,,,
8023,21,5,0.56,1,0,0,0,0,50,20,10,5,10,5,7,7,7,7,7,3,5,4,2,1,8,,7,7,8,4,7,7,5,3,70,5,5,5,10,5,,,
8024,21,0,-0.54,1,0,0,0,0,40,10,30,10,10,,1,2,3,2,2,1,1,1,2,1,8,,6,8,7,6,7,4,7,3,70,5,5,5,10,5,,,
8025,21,7,0.27,1,0,0,0,0,10,25,25,10,10,20,5,4,6,6,5,4,4,5,2,1,8,,6,9,9,6,8,7,3,6,70,5,5,5,10,5,,,
8026,21,7,-0.01,1,0,0,0,1,20,20,10,15,5,30,9,8,7,8,8,7,8,5,2,1,8,,4,9,8,4,8,4,2,4,70,5,5,5,10,5,,,
8027,21,6,0.67,7,1,1,1,1,10,20,30,10,10,20,5,4,5,6,6,7,6,6,2,1,7,,7,8,9,8,8,8,7,6,25,5,25,15,0,30,2,1,1
8028,21,4,-0.04,7,0,0,0,0,25,25,25,12,3,10,,,,,,,,,,1,7,,,,,,,,,,25,5,25,15,0,30,2,1,1
8029,21,1,0.36,7,1,0,0,1,20,10,10,30,15,15,4,4,7,5,3,3,5,5,2,1,7,,5,7,8,4,6,6,5,1,25,5,25,15,0,30,2,1,1
8030,21,22,0.54,7,0,0,0,0,20,20,20,20,5,15,7,7,8,6,8,6,7,7,2,1,7,,9,8,9,8,8,7,8,4,25,5,25,15,0,30,2,1,1
8031,21,1,0.76,7,0,1,1,1,20,20,20,20,5,15,6,5,7,7,7,6,6,5,2,1,7,,8,8,8,8,8,6,7,5,25,5,25,15,0,30,2,1,1
8032,21,1,0.81,7,0,0,0,0,20,20,20,15,5,20,9,7,6,6,6,2,3,2,2,1,7,,6,8,7,4,5,5,7,1,25,5,25,15,0,30,2,1,1
8033,21,1,0.19,7,0,0,0,0,20,20,20,15,10,15,6,5,8,8,8,,4,3,2,1,7,,6,8,9,8,,5,8,3,25,5,25,15,0,30,2,1,1
8034,21,5,0.62,7,1,0,0,1,58,5,8,10,7,12,7,8,8,7,8,7,7,7,2,1,7,,8,8,8,6,6,4,7,6,25,5,25,15,0,30,2,1,1
8035,21,8,0.56,7,0,0,0,0,15,20,20,20,5,10,5,4,6,5,4,3,4,5,2,1,7,,7,8,7,8,7,6,6,1,25,5,25,15,0,30,2,1,1
8036,21,1,0.62,7,0,0,0,1,20,25,25,30,5,5,6,9,6,5,,7,7,7,2,1,7,,8,8,8,8,5,7,8,3,25,5,25,15,0,30,2,1,1
8037,21,4,0.25,7,0,0,1,0,40,5,30,15,5,5,6,6,6,,,,6,8,2,1,7,,7,9,8,8,6,6,8,3,25,5,25,15,0,30,2,1,1
8038,21,6,0.55,7,0,0,0,1,25,15,25,15,10,10,9,8,8,8,6,6,7,6,2,1,7,,6,8,8,,,,,,25,5,25,15,0,30,2,1,1
8039,21,4,-0.06,7,0,0,0,1,10,30,20,15,15,10,8,8,8,8,8,8,8,6,2,1,7,,6,7,7,8,6,6,7,4,25,5,25,15,0,30,2,1,1
8040,21,0,0.73,7,0,0,0,1,10,20,15,20,15,20,6,8,9,9,7,7,8,6,2,1,7,,7,9,9,8,9,8,8,5,25,5,25,15,0,30,2,1,1
8041,21,5,0.14,7,1,0,0,0,10,25,20,20,5,20,4,2,6,4,6,8,4,2,2,1,7,,4,8,8,4,5,7,4,7,25,5,25,15,0,30,2,1,1
8042,21,3,0.48,7,1,0,0,1,15,20,25,20,10,10,6,6,7,7,7,5,5,3,2,1,7,,7,9,9,9,9,5,8,6,25,5,25,15,0,30,2,1,1
8043,21,2,0.78,7,0,0,0,1,10,15,30,20,15,10,8,8,8,8,9,9,9,7,2,1,7,,5,8,7,8,5,4,7,1,25,5,25,15,0,30,2,1,1
8044,21,4,0.39,7,0,0,0,0,10,10,30,20,10,15,4,5,7,8,6,5,7,1,,1,7,,6,8,7,8,4,2,7,1,25,5,25,15,0,30,2,1,1
8045,21,2,0.62,7,0,0,0,0,50,20,10,5,10,5,5,5,8,6,8,3,3,3,2,1,7,,5,7,7,7,4,2,6,1,25,5,25,15,0,30,2,1,1
8046,21,7,-0.58,7,0,0,0,0,40,10,30,10,10,,2,2,2,4,1,1,1,1,2,1,7,,,,,,,,,,25,5,25,15,0,30,2,1,1
8047,21,0,0.22,7,1,0,0,1,10,25,25,10,10,20,6,5,6,5,6,,5,4,2,1,7,,4,8,8,4,5,2,4,4,25,5,25,15,0,30,2,1,1
8048,21,0,0.1,7,1,0,0,1,20,20,10,15,5,30,7,8,7,8,8,8,6,5,2,1,7,,4,7,6,4,4,2,5,4,25,5,25,15,0,30,2,1,1
8049,21,4,0.36,1,0,1,1,1,10,20,30,10,10,20,6,5,6,7,7,6,5,0,2,1,6,,7,7,9,8,7,8,8,10,70,0,0,30,0,0,,,
8050,21,6,0.57,1,0,1,1,1,25,25,25,12,3,10,7,8,8,8,,6,8,8,2,1,6,,8,5,5,8,6,5,6,5,70,0,0,30,0,0,,,
8051,21,9,0.02,1,0,0,0,0,20,10,10,30,15,15,4,3,5,4,2,2,4,4,2,1,6,,5,7,7,5,6,3,5,3,70,0,0,30,0,0,,,
8052,21,32,0.02,1,1,0,0,0,20,20,20,20,5,15,,,,,,,,,,1,6,,,,,,,,,,70,0,0,30,0,0,,,
8053,21,9,0.07,1,1,0,1,0,20,20,20,20,5,15,6,4,4,4,,,,9,2,1,6,,8,5,6,7,7,6,5,5,70,0,0,30,0,0,,,
8054,21,9,-0.06,1,1,0,0,1,20,20,20,15,5,20,7,7,7,,10,5,5,8,5,1,6,,3,7,6,7,5,5,6,7,70,0,0,30,0,0,,,
8055,21,9,-0.08,1,1,0,0,0,20,20,20,15,10,15,4,5,8,8,8,6,7,5,2,1,6,,5,4,7,4,7,4,4,3,70,0,0,30,0,0,,,
8056,21,5,0.09,1,0,0,0,1,58,5,8,10,7,12,6,8,7,8,7,8,7,7,2,1,6,,6,3,5,6,5,4,5,4,70,0,0,30,0,0,,,
8057,21,2,0.27,1,0,0,0,1,15,20,20,20,5,10,6,7,7,7,8,5,6,6,2,1,6,,3,4,5,4,5,6,5,5,70,0,0,30,0,0,,,
8058,21,9,0.13,1,1,0,0,0,20,25,25,30,5,5,2,2,5,6,,,3,6,2,1,6,,6,6,6,6,6,6,6,8,70,0,0,30,0,0,,,
8059,21,6,0.21,1,1,0,1,0,40,5,30,15,5,5,5,7,6,,,,6,8,2,1,6,,5,5,5,5,5,5,6,10,70,0,0,30,0,0,,,
8060,21,4,0.04,1,0,0,0,0,25,15,25,15,10,10,,,,,,,,,,1,6,,4,5,5,4,4,5,4,4,70,0,0,30,0,0,,,
8061,21,6,0.33,1,1,1,1,1,10,30,20,15,15,10,8,9,9,10,10,8,8,6,2,1,6,,7,7,6,6,6,6,6,6,70,0,0,30,0,0,,,
8062,21,10,-0.2,1,1,0,0,1,10,20,15,20,15,20,8,9,7,9,,7,8,7,2,1,6,,6,6,6,6,5,5,5,8,70,0,0,30,0,0,,,
8063,21,5,0.39,1,0,0,0,1,10,25,20,20,5,20,5,1,6,8,2,2,,,2,1,6,,4,6,5,6,5,5,6,9,70,0,0,30,0,0,,,
8064,21,7,0.37,1,0,1,1,1,15,20,25,20,10,10,4,9,9,7,8,4,7,5,2,1,6,,7,7,6,7,6,6,6,6,70,0,0,30,0,0,,,
8065,21,8,-0.06,1,1,0,0,1,10,15,30,20,15,10,7,7,8,9,8,8,9,9,2,1,6,,3,5,7,5,5,4,5,5,70,0,0,30,0,0,,,
8066,21,6,0.2,1,0,0,0,1,10,10,30,20,10,15,5,7,9,9,9,4,7,3,2,1,6,,3,6,5,6,5,4,4,6,70,0,0,30,0,0,,,
8067,21,8,-0.3,1,0,0,0,0,50,20,10,5,10,5,6,6,8,9,8,5,4,4,2,1,6,,4,4,5,3,4,3,4,3,70,0,0,30,0,0,,,
8068,21,3,-0.15,1,0,0,0,0,40,10,30,10,10,,2,4,3,6,1,2,2,2,2,1,6,,,,,,,,,,70,0,0,30,0,0,,,
8069,21,10,0.27,1,0,0,0,0,10,25,25,10,10,20,6,7,7,5,5,,7,5,1,1,6,,3,8,6,5,5,4,6,2,70,0,0,30,0,0,,,
8070,21,10,-0.58,1,0,0,0,1,20,20,10,15,5,30,9,9,8,10,8,7,8,5,2,1,6,,5,6,5,5,5,3,5,5,70,0,0,30,0,0,,,
8071,21,6,0.58,6,0,0,0,0,10,20,30,10,10,20,2,6,3,6,5,7,3,0,2,1,7,,1,6,5,5,4,3,5,0,30,20,10,10,10,10,,,
8072,21,4,0.13,6,0,0,1,0,25,25,25,12,3,10,7,6,7,7,7,,5,5,2,1,7,,8,6,6,5,4,7,7,5,30,20,10,10,10,10,,,
8073,21,1,0.02,6,0,0,0,1,20,10,10,30,15,15,3,3,4,3,2,2,3,4,2,1,7,,4,8,10,4,10,3,7,4,30,20,10,10,10,10,,,
8074,21,22,0.08,6,1,0,1,0,20,20,20,20,5,15,5,8,8,5,8,3,5,7,2,1,7,,8,6,7,7,6,7,7,6,30,20,10,10,10,10,,,
8075,21,1,0.45,6,1,0,1,0,20,20,20,20,5,15,4,8,8,8,6,6,8,9,,1,7,,10,7,6,10,7,6,8,7,30,20,10,10,10,10,,,
8076,21,1,0.34,6,1,0,0,1,20,20,20,15,5,20,6,7,10,9,10,5,7,7,2,1,7,,3,7,10,8,7,6,7,6,30,20,10,10,10,10,,,
8077,21,1,0.27,6,1,0,1,0,20,20,20,15,10,15,4,4,7,6,8,3,3,4,2,1,7,,8,5,8,6,5,7,7,5,30,20,10,10,10,10,,,
8078,21,5,0.12,6,0,0,1,0,58,5,8,10,7,12,5,7,7,7,7,7,5,5,2,1,7,,9,4,5,7,8,9,8,5,30,20,10,10,10,10,,,
8079,21,8,0.35,6,0,0,0,0,15,20,20,20,5,10,,,,,,,,,,1,7,,,,,,,,,,30,20,10,10,10,10,,,
8080,21,1,0.02,6,1,0,0,0,20,25,25,30,5,5,6,5,7,4,,0,5,6,2,1,7,,7,8,5,7,8,3,6,4,30,20,10,10,10,10,,,
8081,21,4,0.25,6,1,0,0,0,40,5,30,15,5,5,5,6,6,5,6,5,6,8,2,1,7,,8,7,7,4,7,4,7,3,30,20,10,10,10,10,,,
8082,21,6,0.46,6,0,0,0,0,25,15,25,15,10,10,4,4,4,4,5,4,5,2,2,1,7,,7,8,8,6,5,5,7,4,30,20,10,10,10,10,,,
8083,21,4,-0.16,6,1,0,0,0,10,30,20,15,15,10,6,6,8,6,8,6,7,4,2,1,7,,5,9,8,6,7,3,5,3,30,20,10,10,10,10,,,
8084,21,0,0.57,6,1,1,1,1,10,20,15,20,15,20,6,4,8,10,7,8,8,9,1,1,7,,9,6,10,9,8,8,8,10,30,20,10,10,10,10,,,
8085,21,5,-0.05,6,0,0,0,1,10,25,20,20,5,20,3,4,6,5,7,6,4,3,2,1,7,,4,10,10,8,7,6,5,4,30,20,10,10,10,10,,,
8086,21,3,0.2,6,0,1,1,1,15,20,25,20,10,10,6,8,9,9,9,8,7,4,2,1,7,,7,8,8,9,9,7,7,8,30,20,10,10,10,10,,,
8087,21,2,0.1,6,1,0,0,1,10,15,30,20,15,10,7,6,9,8,8,8,8,7,2,1,7,,6,7,6,7,5,4,6,5,30,20,10,10,10,10,,,
8088,21,4,0.17,6,0,0,0,1,10,10,30,20,10,15,7,4,6,7,7,5,5,2,2,1,7,,4,8,9,9,5,4,7,3,30,20,10,10,10,10,,,
8089,21,2,0.13,6,0,0,0,0,50,20,10,5,10,5,5,5,8,8,8,2,7,3,2,1,7,,5,7,8,8,8,5,7,5,30,20,10,10,10,10,,,
8090,21,7,-0.24,6,0,0,0,0,40,10,30,10,10,,1,2,2,2,1,1,1,1,2,1,7,,4,6,6,10,9,7,7,4,30,20,10,10,10,10,,,
8091,21,0,0.09,6,0,0,1,0,10,25,25,10,10,20,5,6,7,6,5,,6,4,2,1,7,,7,8,9,8,7,5,8,4,30,20,10,10,10,10,,,
8092,21,0,0.08,6,0,0,0,1,20,20,10,15,5,30,8,8,8,9,9,7,7,4,2,1,7,,4,10,10,7,9,3,6,4,30,20,10,10,10,10,,,
8093,21,4,0.1,5,0,0,0,1,10,20,30,10,10,20,5,8,7,5,3,3,5,5,2,1,7,,6,7,6,5,3,3,5,3,20,20,20,20,10,10,0,0,
8094,21,2,0.36,5,0,1,1,1,25,25,25,12,3,10,8,10,10,10,6,8,8,9,1,1,7,,8,10,8,9,8,7,8,8,20,20,20,20,10,10,0,0,
8095,21,1,0.52,5,0,0,0,0,20,10,10,30,15,15,3,5,5,5,3,2,4,5,2,1,7,,7,8,7,7,5,3,7,5,20,20,20,20,10,10,0,0,
8096,21,24,0.45,5,1,0,0,0,20,20,20,20,5,15,,,,,,,,,,1,7,,,,,,,,,,20,20,20,20,10,10,0,0,
8097,21,1,0.02,5,1,0,1,0,20,20,20,20,5,15,3,8,8,4,4,6,6,5,2,1,7,,7,6,6,7,5,4,7,4,20,20,20,20,10,10,0,0,
8098,21,1,0.33,5,1,0,1,0,20,20,20,15,5,20,3,4,4,4,4,0,5,2,2,1,7,,6,7,6,7,6,5,6,5,20,20,20,20,10,10,0,0,
8099,21,1,-0.11,5,1,0,1,0,20,20,20,15,10,15,4,5,8,9,7,3,7,4,2,1,7,,6,7,7,6,5,3,4,2,20,20,20,20,10,10,0,0,
8100,21,3,0.21,5,0,0,0,0,58,5,8,10,7,12,5,7,7,7,7,6,4,4,2,1,7,,7,5,5,6,5,3,6,2,20,20,20,20,10,10,0,0,
8101,21,6,0.13,5,0,0,0,0,15,20,20,20,5,10,5,4,3,6,5,4,6,9,2,1,7,,6,7,5,7,5,2,6,3,20,20,20,20,10,10,0,0,
8102,21,1,0.21,5,1,0,1,0,20,25,25,30,5,5,3,10,9,7,,5,5,5,2,1,7,,7,6,6,7,7,4,7,4,20,20,20,20,10,10,0,0,
8103,21,2,0.18,5,1,0,0,0,40,5,30,15,5,5,,,,,,,6,8,2,1,7,,6,7,6,6,5,2,5,3,20,20,20,20,10,10,0,0,
8104,21,4,-0.27,5,0,0,0,0,25,15,25,15,10,10,4,6,5,5,5,4,5,6,2,1,7,,6,6,7,5,5,2,5,2,20,20,20,20,10,10,0,0,
8105,21,2,0.36,5,1,0,0,1,10,30,20,15,15,10,7,7,7,7,7,7,7,6,2,1,7,,6,5,7,7,6,5,6,4,20,20,20,20,10,10,0,0,
8106,21,2,0.13,5,1,0,1,0,10,20,15,20,15,20,5,9,8,7,8,6,6,5,2,1,7,,6,7,8,7,5,3,7,4,20,20,20,20,10,10,0,0,
8107,21,3,0.19,5,0,0,0,0,10,25,20,20,5,20,2,6,7,2,5,4,4,8,2,1,7,,5,3,2,4,2,1,4,4,20,20,20,20,10,10,0,0,
8108,21,1,0.04,5,0,0,0,1,15,20,25,20,10,10,4,9,4,7,8,4,6,5,2,1,7,,7,7,7,8,5,5,6,6,20,20,20,20,10,10,0,0,
8109,21,0,0.14,5,1,0,0,0,10,15,30,20,15,10,6,7,7,6,9,6,6,6,2,1,7,,6,7,5,6,7,3,5,3,20,20,20,20,10,10,0,0,
8110,21,2,0.46,5,0,0,0,0,10,10,30,20,10,15,3,7,8,5,9,5,7,2,2,1,7,,6,5,5,6,4,3,4,4,20,20,20,20,10,10,0,0,
8111,21,0,0.34,5,0,0,0,0,50,20,10,5,10,5,3,5,6,2,8,1,2,3,2,1,7,,5,5,6,3,5,2,3,4,20,20,20,20,10,10,0,0,
8112,21,5,0.1,5,0,0,0,0,40,10,30,10,10,,1,3,1,1,3,1,1,1,2,1,7,,6,7,7,6,5,2,6,3,20,20,20,20,10,10,0,0,
8113,21,2,0.48,5,0,0,0,0,10,25,25,10,10,20,4,7,5,5,5,,5,4,2,1,7,,4,5,5,4,3,2,6,3,20,20,20,20,10,10,0,0,
8114,21,2,0.38,5,0,0,0,1,20,20,10,15,5,30,6,8,8,8,7,6,7,6,2,1,7,,5,6,6,7,5,5,6,5,20,20,20,20,10,10,0,0,
8115,21,5,0.15,2,1,0,0,0,10,20,30,10,10,20,,,,,,,,,,3,7,,,,,,,,,,50,20,0,15,0,15,,,
8116,21,3,-0.32,2,0,0,1,0,25,25,25,12,3,10,6,8,8,4,5,6,5,4,2,3,7,,8,9,10,5,6,5,8,4,50,20,0,15,0,15,,,
8117,21,0,-0.05,2,1,0,0,1,20,10,10,30,15,15,4,2,6,5,2,3,5,5,2,3,7,,5,7,10,5,10,5,3,4,50,20,0,15,0,15,,,
8118,21,23,-0.19,2,0,0,1,0,20,20,20,20,5,15,5,9,9,3,9,4,6,5,2,3,7,,10,10,5,7,6,5,10,4,50,20,0,15,0,15,,,
8119,21,0,-0.01,2,0,0,0,0,20,20,20,20,5,15,,,,,,,,,,3,7,,,,,,,,,,50,20,0,15,0,15,,,
8120,21,0,0.02,2,0,0,0,0,20,20,20,15,5,20,4,8,9,4,5,2,5,4,2,3,7,,4,5,9,7,8,5,2,2,50,20,0,15,0,15,,,
8121,21,0,0.21,2,0,0,1,0,20,20,20,15,10,15,4,5,8,5,8,4,5,3,2,3,7,,9,9,9,8,7,5,7,4,50,20,0,15,0,15,,,
8122,21,4,-0.27,2,1,1,1,1,58,5,8,10,7,12,6,7,7,6,6,6,4,5,2,3,7,,7,6,10,7,9,4,6,4,50,20,0,15,0,15,,,
8123,21,7,-0.32,2,0,0,1,0,15,20,20,20,5,10,4,9,8,6,7,2,5,7,2,3,7,,6,7,6,8,5,4,6,5,50,20,0,15,0,15,,,
8124,21,0,-0.04,2,0,0,1,0,20,25,25,30,5,5,3,6,5,5,5,,3,6,2,3,7,,6,7,6,8,6,4,6,4,50,20,0,15,0,15,,,
8125,21,3,-0.1,2,0,0,1,0,40,5,30,15,5,5,4,4,2,1,5,5,6,8,2,3,7,,8,8,10,7,6,5,7,5,50,20,0,15,0,15,,,
8126,21,5,-0.16,2,0,0,0,1,25,15,25,15,10,10,4,7,7,5,6,6,6,4,2,3,7,,5,9,9,9,8,7,7,6,50,20,0,15,0,15,,,
8127,21,3,-0.37,2,0,0,1,0,10,30,20,15,15,10,7,7,8,8,8,5,7,7,2,3,7,,6,10,10,9,8,7,7,4,50,20,0,15,0,15,,,
8128,21,1,0.09,2,0,0,1,0,10,20,15,20,15,20,5,9,9,6,9,5,7,7,2,3,7,,7,6,9,8,8,6,8,4,50,20,0,15,0,15,,,
8129,21,4,-0.06,2,1,0,0,1,10,25,20,20,5,20,4,7,8,5,7,10,7,7,2,3,7,,1,5,8,5,9,9,4,5,50,20,0,15,0,15,,,
8130,21,2,-0.2,2,1,0,0,0,15,20,25,20,10,10,5,9,9,7,7,6,5,3,2,3,7,,7,8,9,8,7,8,5,4,50,20,0,15,0,15,,,
8131,21,1,0.25,2,0,0,0,0,10,15,30,20,15,10,6,7,7,4,7,6,5,4,2,3,7,,2,3,7,6,5,5,3,4,50,20,0,15,0,15,,,
8132,21,3,-0.39,2,0,0,0,0,10,10,30,20,10,15,4,7,7,5,7,5,7,2,2,3,7,,,7,8,5,6,6,5,6,50,20,0,15,0,15,,,
8133,21,1,0.2,2,0,0,0,0,50,20,10,5,10,5,3,7,7,2,8,2,5,3,2,3,7,,4,9,8,6,7,5,3,1,50,20,0,15,0,15,,,
8134,21,6,0.08,2,0,0,0,0,40,10,30,10,10,,1,3,3,2,2,1,1,1,2,3,7,,4,8,8,10,7,10,4,4,50,20,0,15,0,15,,,
8135,21,1,-0.14,2,1,0,0,1,10,25,25,10,10,20,5,7,6,6,5,8,7,7,2,3,7,,3,8,8,7,8,8,6,5,50,20,0,15,0,15,,,
8136,21,1,0.54,2,1,0,0,1,20,20,10,15,5,30,6,7,7,6,8,6,6,5,2,3,7,,4,8,8,3,7,5,4,5,50,20,0,15,0,15,,,
8137,21,5,0.43,7,1,0,0,1,10,20,30,10,10,20,5,6,5,5,5,2,2,3,2,2,8,,2,4,6,4,9,4,6,1,30,20,10,20,10,10,,,
8138,21,3,-0.14,7,0,0,0,0,25,25,25,12,3,10,5,6,6,5,7,7,4,4,2,2,8,,6,7,10,7,6,6,7,2,30,20,10,20,10,10,,,
8139,21,0,-0.03,7,1,1,1,1,20,10,10,30,15,15,4,4,5,4,2,2,3,5,2,2,8,,4,5,8,6,7,9,6,8,30,20,10,20,10,10,,,
8140,21,23,0.3,7,0,0,0,0,20,20,20,20,5,15,5,9,9,4,9,3,5,5,2,2,8,,10,7,6,7,6,2,6,2,30,20,10,20,10,10,,,
8141,21,0,0.61,7,0,0,1,0,20,20,20,20,5,15,2,5,5,5,10,2,2,5,2,2,8,,8,6,7,8,6,2,8,5,30,20,10,20,10,10,,,
8142,21,0,0.46,7,0,0,0,0,20,20,20,15,5,20,8,7,8,8,6,4,7,5,2,2,8,,4,7,6,4,6,7,8,7,30,20,10,20,10,10,,,
8143,21,0,-0.3,7,0,0,1,0,20,20,20,15,10,15,4,7,8,6,8,,3,6,2,2,8,,8,4,6,7,4,2,8,4,30,20,10,20,10,10,,,
8144,21,4,0.58,7,1,0,1,0,58,5,8,10,7,12,4,6,7,6,7,6,4,4,2,2,8,,9,4,6,7,6,6,7,1,30,20,10,20,10,10,,,
8145,21,7,0.27,7,0,0,0,0,15,20,20,20,5,10,,,,,,,,,,2,8,,,,,,,,,,30,20,10,20,10,10,,,
8146,21,0,0.54,7,0,0,1,0,20,25,25,30,5,5,7,9,9,7,10,2,5,5,2,2,8,,7,10,6,7,6,0,8,8,30,20,10,20,10,10,,,
8147,21,3,-0.25,7,0,0,0,0,40,5,30,15,5,5,5,4,3,2,1,,6,8,2,2,8,,4,7,6,6,5,7,7,2,30,20,10,20,10,10,,,
8148,21,5,0.43,7,0,0,0,0,25,15,25,15,10,10,7,7,6,5,6,4,6,6,2,2,8,,4,5,6,5,4,0,2,4,30,20,10,20,10,10,,,
8149,21,3,-0.38,7,0,0,0,0,10,30,20,15,15,10,6,5,6,6,8,5,5,3,2,2,8,,2,5,6,7,2,2,2,0,30,20,10,20,10,10,,,
8150,21,1,0.54,7,0,0,1,0,10,20,15,20,15,20,5,9,8,7,,6,7,7,2,2,8,,6,5,4,6,7,2,6,7,30,20,10,20,10,10,,,
8151,21,4,0.1,7,1,0,0,1,10,25,20,20,5,20,4,2,7,8,,4,5,5,2,2,8,,1,2,4,6,5,6,2,8,30,20,10,20,10,10,,,
8152,21,2,0.33,7,1,1,1,1,15,20,25,20,10,10,6,8,9,6,8,6,6,6,2,2,8,,6,7,7,6,7,7,7,8,30,20,10,20,10,10,,,
8153,21,1,0.31,7,0,0,0,0,10,15,30,20,15,10,6,7,7,6,8,7,6,4,2,2,8,,2,6,7,6,5,4,6,7,30,20,10,20,10,10,,,
8154,21,3,0.43,7,0,1,1,1,10,10,30,20,10,15,7,5,3,3,7,5,7,2,2,2,8,,4,5,7,6,4,3,7,2,30,20,10,20,10,10,,,
8155,21,1,0.36,7,0,0,0,0,50,20,10,5,10,5,4,4,8,2,7,2,1,2,2,2,8,,1,7,6,5,2,2,6,2,30,20,10,20,10,10,,,
8156,21,6,-0.59,7,0,0,1,0,40,10,30,10,10,,1,2,3,2,2,1,1,1,2,2,8,,5,6,7,6,7,8,7,6,30,20,10,20,10,10,,,
8157,21,1,0,7,1,0,0,0,10,25,25,10,10,20,5,5,5,4,,,5,4,2,2,8,,1,6,5,4,3,5,7,7,30,20,10,20,10,10,,,
8158,21,1,0.01,7,1,0,0,1,20,20,10,15,5,30,6,7,7,8,8,7,7,5,2,2,8,,1,7,8,2,3,4,1,8,30,20,10,20,10,10,,,
8159,21,4,0.04,9,1,0,0,0,10,20,30,10,10,20,,,,,,,,,2,1,8,,,,,,,,,,30,15,15,15,15,10,,,
8160,21,2,-0.07,9,0,0,0,0,25,25,25,12,3,10,7,9,7,7,6,,5,5,2,1,8,,8,8,8,8,8,5,7,5,30,15,15,15,15,10,,,
8161,21,1,-0.33,9,1,0,0,1,20,10,10,30,15,15,3,3,6,6,4,3,5,5,2,1,8,,6,8,8,6,8,3,8,4,30,15,15,15,15,10,,,
8162,21,24,-0.18,9,0,0,0,0,20,20,20,20,5,15,5,8,9,4,9,3,5,6,,1,8,,8,8,8,5,8,3,5,3,30,15,15,15,15,10,,,
8163,21,1,-0.15,9,0,0,0,0,20,20,20,20,5,15,4,6,6,4,5,4,2,2,2,1,8,,5,8,8,8,8,5,3,3,30,15,15,15,15,10,,,
8164,21,1,-0.19,9,0,0,0,0,20,20,20,15,5,20,4,5,5,4,4,4,6,3,2,1,8,,5,7,7,6,7,3,5,4,30,15,15,15,15,10,,,
8165,21,1,-0.26,9,0,0,0,0,20,20,20,15,10,15,5,6,7,8,7,,5,4,2,1,8,,8,8,7,7,8,3,6,4,30,15,15,15,15,10,,,
8166,21,3,-0.05,9,1,0,1,0,58,5,8,10,7,12,5,8,7,7,7,6,6,6,2,1,8,,9,8,8,8,8,7,9,8,30,15,15,15,15,10,,,
8167,21,6,-0.48,9,0,0,0,0,15,20,20,20,5,10,5,4,3,2,1,6,4,5,2,1,8,,5,7,8,6,7,3,3,3,30,15,15,15,15,10,,,
8168,21,1,0.12,9,0,0,0,0,20,25,25,30,5,5,6,5,7,6,,,5,6,2,1,8,,6,8,8,8,8,5,4,5,30,15,15,15,15,10,,,
8169,21,2,-0.39,9,0,0,0,0,40,5,30,15,5,5,,,,,,,6,8,2,1,8,,,,,,,,,,30,15,15,15,15,10,,,
8170,21,4,-0.19,9,0,0,0,0,25,15,25,15,10,10,4,7,7,6,6,6,6,5,2,1,8,,5,9,9,7,8,3,5,4,30,15,15,15,15,10,,,
8171,21,2,-0.47,9,0,0,0,1,10,30,20,15,15,10,7,7,7,8,7,6,7,6,2,1,8,,7,8,8,7,8,5,5,5,30,15,15,15,15,10,,,
8172,21,2,-0.04,9,0,0,0,0,10,20,15,20,15,20,6,7,8,6,7,5,5,3.5,2,1,8,,7,8,8,8,8,5,5,5,30,15,15,15,15,10,,,
8173,21,3,0.36,9,1,0,0,1,10,25,20,20,5,20,10,10,10,10,10,10,10,10,1,1,8,,10,10,10,10,10,10,10,10,30,15,15,15,15,10,,,
8174,21,1,-0.3,9,1,0,0,1,15,20,25,20,10,10,6,8,8,7,7,7,6,4,2,1,8,,6,9,9,7,9,5,5,4,30,15,15,15,15,10,,,
8175,21,0,-0.07,9,0,0,0,0,10,15,30,20,15,10,7,7,7,6,8,6,6,5,2,1,8,,1,8,8,4,7,1,1,2,30,15,15,15,15,10,,,
8176,21,2,0.01,9,0,0,0,0,10,10,30,20,10,15,2,6,6,3,7,3,4,1,2,1,8,,4,8,8,7,8,4,4,5,30,15,15,15,15,10,,,
8177,21,0,0.13,9,0,0,0,0,50,20,10,5,10,5,5,6,8,5,8,2,4,3,2,1,8,,6,8,8,7,8,5,5,5,30,15,15,15,15,10,,,
8178,21,5,-0.09,9,0,0,0,0,40,10,30,10,10,,1,3,5,3,1,1,1,1,2,1,8,,5,8,8,5,8,5,2,4,30,15,15,15,15,10,,,
8179,21,2,-0.24,9,1,0,0,1,10,25,25,10,10,20,5,7,6,6,4,5,6,6,2,1,8,,3,8,8,8,8,3,2,6,30,15,15,15,15,10,,,
8180,21,2,0.05,9,1,0,0,1,20,20,10,15,5,30,6,7,7,8,7,6,7,5,1,1,8,,3,8,8,7,8,3,3,3,30,15,15,15,15,10,,,
